PriceKey,ProductKey,PV1,PV2,PV3,PV4,PV5
3565,11321926,20.5,20.5,20.5,20.5,20.5
3566,11322220,19.5,19.5,19.5,19.5,19.5
3567,11322402,49,49,49,49,49
3568,11322633,1999,1999,1999,1999,1999
3569,11322794,45.9,45.9,45.9,45.9,45.9
3570,11323074,205,205,205,205,205
3571,11323095,70.5,70.5,70.5,70.5,70.5
3572,11323102,174,174,174,174,174
3573,11323116,349,349,349,349,349
3574,11323123,297,297,297,297,297
3575,11323130,454,454,454,454,454
3576,11323144,741,741,741,741,741
3577,11323984,21.9,21.9,21.9,21.9,21.9
3578,11324691,1.89,1.89,1.89,1.89,1.89
3579,11325111,33.9,33.9,33.9,33.9,33.9
3580,11325125,59.9,59.9,59.9,59.9,59.9
3581,11325132,64,64,64,64,64
3582,11325510,25,25,25,25,25
3583,11325524,25,25,25,25,25
3584,11325545,363,363,363,363,363
3585,11325594,113,113,113,113,113
3586,11325685,148,148,148,148,148
3587,11327064,10.49,10.49,10.49,10.49,10.49
3588,11327071,10.9,10.9,10.9,10.9,10.9
3589,11327092,5.9,5.9,5.9,5.9,5.9
3590,11327106,5.9,5.9,5.9,5.9,5.9
3591,11327113,5.9,5.9,5.9,5.9,5.9
3592,11327120,4.27,4.27,4.27,4.27,4.27
3593,11327134,4.27,4.27,4.27,4.27,4.27
3594,11327141,4.27,4.27,4.27,4.27,4.27
3595,11328142,13,13,13,13,13
3596,11328156,13,13,13,13,13
3597,11328163,13,13,13,13,13
3598,11328170,13,13,13,13,13
3599,11328184,13,13,13,13,13
3600,11328191,13,13,13,13,13
3601,11328205,13,13,13,13,13
3602,11328212,13,13,13,13,13
3603,11328226,13,13,13,13,13
3604,11328233,13,13,13,13,13
3605,11328240,13,13,13,13,13
3606,11328254,13,13,13,13,13
3607,11328261,13,13,13,13,13
3608,11328275,13,13,13,13,13
3609,11328282,13,13,13,13,13
3610,11328296,13,13,13,13,13
3611,11328303,13,13,13,13,13
3612,11328310,13,13,13,13,13
3613,11328324,13,13,13,13,13
3614,11328331,13,13,13,13,13
3615,11328352,13,13,13,13,13
3616,11328366,13,13,13,13,13
3617,11328373,13,13,13,13,13
3618,11328394,18.7,18.7,18.7,18.7,18.7
3619,11328401,17.5,17.5,17.5,17.5,17.5
3620,11328415,22.56,22.56,22.56,22.56,22.56
3621,11328471,88.9,88.9,88.9,88.9,88.9
3622,11328590,10.9,10.9,10.9,10.9,10.9
3623,11328604,16.5,16.5,16.5,16.5,16.5
3624,11328611,16.5,16.5,16.5,16.5,16.5
3625,11328625,5.79,5.79,5.79,5.79,5.79
3626,11328632,5.24,5.24,5.24,5.24,5.24
3627,11328646,7.09,7.09,7.09,7.09,7.09
3628,11328653,7.09,7.09,7.09,7.09,7.09
3629,11328660,2.43,2.43,2.43,2.43,2.43
3630,11328674,2.43,2.43,2.43,2.43,2.43
3631,11328681,4.19,4.19,4.19,4.19,4.19
3632,11328695,4.19,4.19,4.19,4.19,4.19
3633,11328702,1.47,1.47,1.47,1.47,1.47
3634,11328716,1.95,1.95,1.95,1.95,1.95
3635,11330473,29.5,29.5,29.5,29.5,29.5
3636,11330480,30.5,30.5,30.5,30.5,30.5
3637,11330564,67.62,67.62,67.62,67.62,67.62
3638,11330606,18.7,18.7,18.7,17.2,18.7
3639,11330613,37.4,37.4,37.4,34.4,37.4
3640,11330620,18.7,18.7,18.7,16.9,18.7
3641,11330634,37.4,37.4,37.4,33.8,37.4
3642,11330753,12.5,12.5,12.5,12.5,12.5
3643,11331075,114,114,114,114,114
3644,11331460,36.9,36.9,36.9,36.9,36.9
3645,11331516,7.9,7.9,7.9,7.9,7.9
3646,11331544,56.9,56.9,56.9,56.9,56.9
3647,11331586,37.9,37.9,37.9,37.9,37.9
3648,11331621,64.9,64.9,64.9,64.9,64.9
3649,11331670,10.9,10.9,10.9,10.9,10.9
3650,11331852,69.9,69.9,69.9,69.9,69.9
3651,11332013,19.9,19.9,19.9,19.9,19.9
3652,11332601,27.9,27.9,27.9,27.9,27.9
3653,11332636,25.9,25.9,25.9,25.9,25.9
3654,11332650,29.9,29.9,29.9,29.9,29.9
3655,11332664,26.9,26.9,26.9,26.9,26.9
3656,11332671,29.9,29.9,29.9,29.9,29.9
3657,11332832,787,787,787,787,787
3658,11333140,3549,3549,3549,3549,3549
3659,11334134,69.9,69.9,69.9,69.9,69.9
3660,11334141,49.9,49.9,49.9,49.9,49.9
3661,11334295,148,148,148,148,148
3662,11334302,168,168,168,168,168
3663,11334491,49.95,49.95,49.95,49.95,49.95
3664,11334526,8.34,8.34,8.34,8.34,8.34
3665,11336136,986,986,986,986,999
3666,11336192,24.5,24.5,24.5,24.5,24.5
3667,11336661,55,55,55,55,55
3668,11336703,59.8,59.8,59.8,59.8,59.8
3669,11336710,114,114,114,114,114
3670,11336766,2.52,2.52,2.52,2.52,2.52
3671,11336773,3.39,3.39,3.39,3.39,3.39
3672,11336780,3.59,3.59,3.59,3.59,3.59
3673,11336794,8.21,8.21,8.21,8.21,8.21
3674,11336801,10.9,10.9,10.9,10.9,10.9
3675,11336822,2.63,2.63,2.63,2.63,2.63
3676,11336836,2.99,2.99,2.99,2.99,2.99
3677,11336843,3.29,3.29,3.29,3.29,3.29
3678,11337025,41.31,41.31,41.31,41.31,41.31
3679,11337053,50.86,50.86,50.86,50.86,50.86
3680,11337200,25.9,25.9,25.9,25.9,25.9
3681,11337235,19.4,19.4,19.4,19.4,19.4
3682,11337893,8.25,8.25,8.25,8.25,8.25
3683,11337956,3.79,3.79,3.79,3.79,3.79
3684,11337963,3.29,3.29,3.29,3.29,3.29
3685,11337991,3.89,3.89,3.89,3.89,3.89
3686,11338355,104,104,104,104,104
3687,11338572,36.8,36.8,36.8,36.8,36.8
3688,11338586,55.9,55.9,55.9,55.9,55.9
3689,11338726,376,376,376,376,376
3690,11338775,13.38,13.38,13.38,13.38,13.38
3691,11338782,4.68,4.68,4.68,4.68,4.68
3692,11338831,379,379,379,379,379
3693,11338845,315,315,315,315,315
3694,11338950,264,264,264,264,264
3695,11338964,21.9,21.9,21.9,21.9,21.9
3696,11339104,82.9,82.9,82.9,82.9,82.9
3697,11339251,698,698,698,698,698
3698,11339293,724,724,724,724,724
3699,11339300,724,724,724,724,724
3700,11339762,91,91,91,91,91
3701,11339860,9.9,9.9,9.9,9.9,9.9
3702,11341155,79.06,79.06,79.06,79.06,79.06
3703,11341183,81.94,81.94,81.94,81.94,81.94
3704,11341533,175,175,175,175,175
3705,11341540,175,175,175,175,175
3706,11341680,110.56,110.56,110.56,110.56,110.56
3707,11341694,32.22,32.22,32.22,32.22,32.22
3708,11341785,18.5,18.5,18.5,18.5,17.9
3709,11341883,54.9,54.9,54.9,54.9,54.9
3710,11341904,89,89,89,89,89
3711,11341911,93.9,93.9,93.9,93.9,93.9
3712,11341925,99,99,99,99,99
3713,11341995,125,125,125,125,125
3714,11342051,77.9,77.9,77.9,77.9,77.9
3715,11342506,19.5,19.5,19.5,19.5,19.5
3716,11342821,14.9,14.9,14.9,14.9,14.9
3717,11342835,14.9,14.9,14.9,14.9,14.9
3718,11343626,7.79,7.79,7.79,7.79,7.79
3719,11344200,9.5,9.5,9.5,9.5,9.5
3720,11344235,42,42,42,42,42
3721,11344291,8.5,8.5,8.5,8.5,8.5
3722,11344305,14,14,14,14,14
3723,11344340,8.9,8.9,8.9,8.9,8.9
3724,11344403,9,9,9,9,9
3725,11347350,194,194,194,194,194
3726,11347364,36.5,36.5,36.5,36.5,36.5
3727,11348134,89,89,89,89,89
3728,11348323,14.5,14.5,14.5,14.5,14.5
3729,11348533,519,519,519,519,519
3730,11349681,20.9,20.9,20.9,20.9,20.9
3731,11350220,19.49,19.49,19.49,19.49,19.49
3732,11350360,239,239,239,239,239
3733,11350374,259,259,259,259,259
3734,11350430,19.9,19.9,19.9,19.9,19.9
3735,11351011,57.46,57.46,57.46,57.46,57.46
3736,11351095,65,65,65,65,65
3737,11351102,15.8,15.8,15.8,15.8,15.8
3738,11351592,61.78,61.78,61.78,61.78,61.78
3739,11355260,7.89,7.89,7.89,7.89,7.89
3740,11355316,10.9,10.9,10.9,10.9,10.9
3741,11355323,7.89,7.89,7.89,7.89,7.89
3742,11355330,10.89,10.89,10.89,10.89,10.89
3743,11356135,51.9,51.9,51.9,51.9,51.9
3744,11356142,21.9,21.9,21.9,21.9,21.9
3745,11356156,19.9,19.9,19.9,19.9,19.9
3746,11356163,19.9,19.9,19.9,19.9,19.9
3747,11356184,51.9,51.9,51.9,51.9,51.9
3748,11356492,17.8,17.8,17.8,17.8,17.8
3749,11356506,129,129,129,129,129
3750,11357493,289,289,289,289,276
3751,11357535,164,164,164,164,164
3752,11357542,199,199,199,199,199
3753,11357556,269,269,269,269,269
3754,11357675,165,165,165,165,165
3755,11357703,4.95,4.95,4.95,4.95,4.95
3756,11357710,5.99,5.99,5.99,5.99,5.99
3757,11357724,6.79,6.79,6.79,6.79,6.79
3758,11357731,9.65,9.65,9.65,9.65,9.65
3759,11357780,9.99,9.99,9.99,9.99,9.99
3760,11357794,12.1,12.1,12.1,12.1,12.1
3761,11357801,15.3,15.3,15.3,15.3,15.3
3762,11357815,17.3,17.3,17.3,17.3,17.3
3763,11357822,13.9,13.9,13.9,13.9,13.9
3764,11357836,16.9,16.9,16.9,16.9,16.9
3765,11357843,22.9,22.9,22.9,22.9,22.9
3766,11357850,27.9,27.9,27.9,27.9,27.9
3767,11357864,25.5,25.5,25.5,25.5,25.5
3768,11357885,33.5,33.5,33.5,33.5,33.5
3769,11357990,8.39,8.39,8.39,8.39,8.39
3770,11358004,8.75,8.75,8.75,8.75,8.75
3771,11358375,10.5,10.5,10.5,10.5,10.5
3772,11358382,10.5,10.5,10.5,10.5,10.5
3773,11358396,9.99,9.99,9.99,9.99,9.99
3774,11358403,11.1,11.1,11.1,11.1,11.1
3775,11358480,44,44,44,44,44
3776,11359635,2.39,2.39,2.39,2.39,2.39
3777,11360104,7.99,7.99,7.99,7.99,7.99
3778,11360111,2.79,2.79,2.79,2.79,2.79
3779,11360475,9.49,9.49,9.49,9.49,6.48
3780,11360895,159,159,159,159,159
3781,11360916,299,299,299,299,299
3782,11361133,169,169,169,169,169
3783,11361224,5.5,5.5,5.5,5.5,5.5
3784,11361420,182,182,182,182,182
3785,11361434,559,559,559,559,559
3786,11362470,119,119,119,119,119
3787,11362505,14.9,14.9,14.9,14.9,14.9
3788,11362554,102,102,102,102,102
3789,11362596,99,99,99,99,99
3790,11362673,271,271,271,271,271
3791,11362771,129.9,129.9,129.9,129.9,129.9
3792,11362862,55.26,55.26,55.26,55.26,55.26
3793,11363086,9.5,9.5,9.5,9.5,9.5
3794,11363282,29,29,29,29,29
3795,11363303,35,35,35,35,35
3796,11363555,21.9,21.9,21.9,21.9,21.9
3797,11363562,23.5,23.5,23.5,23.5,23.5
3798,11363590,14.9,14.9,14.9,14.9,14.9
3799,11363611,17.9,17.9,17.9,17.9,17.9
3800,11363625,19.9,19.9,19.9,19.9,19.9
3801,11363730,17.9,17.9,17.9,17.9,17.9
3802,11363744,17.9,17.9,17.9,17.9,17.9
3803,11363751,17.9,17.9,17.9,17.9,17.9
3804,11363793,21.9,21.9,21.9,21.9,21.9
3805,11363814,23.5,23.5,23.5,23.5,23.5
3806,11363863,19.9,19.9,19.9,19.9,19.9
3807,11363870,23.5,23.5,23.5,23.5,23.5
3808,11363884,21.9,21.9,21.9,21.9,21.9
3809,11363905,21.9,21.9,21.9,21.9,21.9
3810,11363912,21.9,21.9,21.9,21.9,21.9
3811,11363926,21.9,21.9,21.9,21.9,21.9
3812,11363933,17.9,17.9,17.9,17.9,17.9
3813,11363954,19.9,19.9,19.9,19.9,19.9
3814,11364031,17.9,17.9,17.9,17.9,17.9
3815,11364045,17.9,17.9,17.9,17.9,17.9
3816,11364052,17.9,17.9,17.9,17.9,17.9
3817,11364143,131,131,131,131,131
3818,11364255,22.5,22.5,22.5,22.5,22.5
3819,11364283,19.5,19.5,19.5,19.5,19.5
3820,11366012,9.7,9.7,9.7,9.7,9.7
3821,11366082,119,119,119,119,119
3822,11366096,84.5,84.5,84.5,84.5,84.5
3823,11366355,148,148,148,148,159
3824,11366362,199,199,199,199,189
3825,11366481,18.9,18.9,18.9,18.9,18.9
3826,11366495,18.9,18.9,18.9,18.9,18.9
3827,11366502,18.9,18.9,18.9,18.9,18.9
3828,11366516,12.9,12.9,12.9,12.9,12.9
3829,11369400,71.3,71.3,71.3,71.3,71.3
3830,11369512,13.72,13.72,13.72,13.72,13.72
3831,11369533,19.8,19.8,19.8,19.8,19.8
3832,11369610,3349,3349,3349,3349,3349
3833,11369946,45,45,45,45,45
3834,11369953,35.88,35.88,35.88,35.88,35.88
3835,11369960,28.88,28.88,28.88,28.88,28.88
3836,11369981,38.12,38.12,38.12,38.12,38.12
3837,11371031,99.58,99.58,99.58,99.58,99.58
3838,11372354,51,51,51,51,51
3839,11372361,46.9,46.9,46.9,46.9,46.9
3840,11372375,105,105,105,105,105
3841,11372403,53,53,53,53,53
3842,11372410,87,87,87,87,87
3843,11372424,86,86,86,86,86
3844,11372536,73,73,73,73,73
3845,11372543,119,119,119,119,119
3846,11372613,98,98,98,98,98
3847,11372795,26.9,26.9,26.9,26.9,26.9
3848,11372816,14.1,14.1,14.1,14.1,14.1
3849,11372823,24.85,24.85,24.85,24.85,24.85
3850,11372844,34.5,34.5,34.5,34.5,34.5
3851,11373264,71.29,71.29,71.29,71.29,71.29
3852,11373306,249,249,249,249,249
3853,11373355,145,145,145,145,145
3854,11373586,6.99,6.99,6.99,6.99,6.99
3855,11373600,19.9,19.9,19.9,19.9,19.9
3856,11374741,4.49,4.49,4.49,4.49,4.49
3857,11375504,14.9,14.9,14.9,14.9,14.9
3858,11376071,22.85,22.85,22.85,22.85,22.85
3859,11376106,22.85,22.85,22.85,22.85,22.85
3860,11376113,22.85,22.85,22.85,22.85,22.85
3861,11376155,22.85,22.85,22.85,22.85,22.85
3862,11376183,66,66,66,66,66
3863,11376190,66,66,66,66,66
3864,11376204,66,66,66,66,66
3865,11376211,66,66,66,66,66
3866,11376225,66,66,66,66,66
3867,11376232,66,66,66,66,66
3868,11376274,64.95,64.95,64.95,64.95,64.95
3869,11376540,11.5,11.5,11.5,11.5,11.5
3870,11376715,55.89,55.89,55.89,55.89,55.89
3871,11376764,63.77,63.77,63.77,63.77,63.77
3872,11376974,2.29,2.29,2.29,2.29,2.29
3873,11377142,2.49,2.49,2.49,2.49,2.49
3874,11377156,3.7,3.7,3.7,3.7,3.7
3875,11377660,8.99,8.99,8.99,8.99,8.99
3876,11377681,9.5,9.5,9.5,9.5,9.5
3877,11377730,18.5,18.5,18.5,18.5,18.5
3878,11377744,15.1,15.1,15.1,15.1,15.1
3879,11377933,147.51,147.51,147.51,147.51,147.51
3880,11377954,98.9,98.9,83.8,98.9,98.9
3881,11377961,114.9,114.9,104.71,114.9,114.9
3882,11377975,138.9,138.9,121.97,138.9,138.9
3883,11377982,164.9,164.9,140.41,164.9,164.9
3884,11377996,194.9,194.9,170.16,194.9,194.9
3885,11378003,234.9,234.9,204.07,234.9,234.9
3886,11378010,288.9,288.9,253.46,288.9,288.9
3887,11378136,69,69,69,69,69
3888,11378724,107.51,107.51,107.51,107.51,107.51
3889,11378731,132,132,132,132,132
3890,11378836,39,39,39,39,39
3891,11379095,89.5,89.5,89.5,89.5,89.5
3892,11379102,89.5,89.5,89.5,89.5,89.5
3893,11379116,89.5,89.5,89.5,89.5,89.5
3894,11379123,89.5,89.5,89.5,89.5,89.5
3895,11379130,89.5,89.5,89.5,89.5,89.5
3896,11379144,89.5,89.5,89.5,89.5,89.5
3897,11379151,89.5,89.5,89.5,89.5,89.5
3898,11379165,89.5,89.5,89.5,89.5,89.5
3899,11379172,89.5,89.5,89.5,89.5,89.5
3900,11379186,89.5,89.5,89.5,89.5,89.5
3901,11381160,14.1,14.1,14.1,14.1,14.1
3902,11381181,16.5,16.5,16.5,16.5,16.5
3903,11381433,399,399,399,399,399
3904,11381440,139,139,139,139,139
3905,11381454,199,199,199,199,199
3906,11381825,1.99,1.99,1.99,1.99,1.99
3907,11381832,1.66,1.66,1.66,1.66,1.69
3908,11382294,45,45,45,45,45
3909,11382322,1158,1158,1158,1158,1158
3910,11383176,45,45,45,45,45
3911,11383295,18.62,18.62,18.62,18.62,18.62
3912,11383323,22.67,22.67,22.67,22.67,22.67
3913,11383365,171,171,171,171,171
3914,11383372,157,157,157,157,157
3915,11383386,171,171,171,171,171
3916,11383393,148,148,148,148,148
3917,11383400,148,148,148,148,148
3918,11383414,148,148,148,148,148
3919,11383435,119,119,119,119,119
3920,11383442,126,126,126,126,126
3921,11383624,34.9,34.9,34.9,34.9,34.9
3922,11383631,20.9,20.9,20.9,20.9,20.9
3923,11383862,118.99,118.99,118.99,118.99,118.99
3924,11383876,129.8,129.8,129.8,129.8,147.9
3925,11384212,34.5,34.5,34.5,34.5,34.5
3926,11385136,52,52,52,52,52
3927,11385220,1308,1308,1308,1308,1308
3928,11385255,17.5,17.5,17.5,17.5,17.5
3929,11385276,16.2,16.2,15.6,16.2,16.2
3930,11385283,21.7,21.7,21,21.7,21.7
3931,11385290,27.2,27.2,26.4,27.2,27.2
3932,11385304,32.6,32.6,31.8,32.6,32.6
3933,11385311,37.9,37.9,36.9,37.9,37.9
3934,11385325,43.2,43.2,43.2,43.2,43.2
3935,11385332,48.5,48.5,47.4,48.5,48.5
3936,11385346,53.9,53.9,52.9,53.9,53.9
3937,11385353,59.3,59.3,57.9,59.3,59.3
3938,11385360,64.7,64.7,62.9,64.7,64.7
3939,11385402,54.9,54.9,54.9,54.9,54.9
3940,11386074,4.29,4.29,4.29,4.29,4.29
3941,11386081,5.29,5.29,5.29,5.29,5.29
3942,11386095,8.99,8.99,8.99,8.99,8.99
3943,11386116,6.89,6.89,6.89,6.89,6.89
3944,11386151,6.79,6.79,6.79,6.79,6.79
3945,11386186,7.19,7.19,7.19,7.19,7.19
3946,11386214,24.9,24.9,24.9,24.9,24.9
3947,11386221,1.19,1.19,1.19,1.19,1.19
3948,11386235,2.49,2.49,2.49,2.49,2.49
3949,11386242,2.49,2.49,2.49,2.49,2.49
3950,11386256,2.49,2.49,2.49,2.49,2.49
3951,11386263,2.59,2.59,2.59,2.59,2.59
3952,11386270,4.4,4.4,4.4,4.4,4.4
3953,11386284,2.19,2.19,2.19,2.19,2.19
3954,11386291,2.19,2.19,2.19,2.19,2.19
3955,11386305,2.89,2.89,2.89,2.89,2.89
3956,11386312,4.9,4.9,4.9,4.9,4.9
3957,11386536,108.5,108.5,108.5,108.5,108.5
3958,11386543,108.5,108.5,108.5,108.5,108.5
3959,11386550,108.5,108.5,108.5,108.5,108.5
3960,11386564,108.5,108.5,108.5,108.5,108.5
3961,11386606,27.9,27.9,27.9,27.9,27.9
3962,11387341,213,213,213,213,213
3963,11387621,193.9,193.9,193.9,193.9,193.9
3964,11387635,298.9,298.9,298.9,298.9,298.9
3965,11387642,329.98,329.98,329.98,329.98,329.98
3966,11387754,235,235,235,235,235
3967,11388720,93,93,93,93,93
3968,11389420,8.85,8.85,8.85,8.85,8.85
3969,11389462,5.45,5.45,5.45,5.45,5.45
3970,11389490,66.99,66.99,66.99,66.99,66.99
3971,11389504,69.2,69.2,69.2,69.2,69.2
3972,11389861,21,21,21,21,19.5
3973,11389875,21,21,21,21,19.5
3974,11389882,21,21,21,21,19.5
3975,11389896,21,21,21,21,19.5
3976,11389903,21,21,21,21,19.5
3977,11389910,21,21,21,21,19.5
3978,11389924,21,21,21,21,19.5
3979,11389931,21,21,21,21,19.5
3980,11389945,21,21,21,21,19.5
3981,11389952,65,65,65,65,65
3982,11389966,65,65,65,65,65
3983,11389973,65,65,65,65,65
3984,11389980,65,65,65,65,65
3985,11389994,65,65,65,65,65
3986,11390001,65,65,65,65,65
3987,11390036,65,65,65,65,65
3988,11390505,2.9,2.9,2.9,2.9,2.9
3989,11390512,3.1,3.1,3.1,3.1,3.1
3990,11390533,3.49,3.49,3.49,3.49,3.49
3991,11390554,4,4,4,4,4
3992,11390596,3.2,3.2,3.2,3.2,3.2
3993,11390603,3.07,3.07,3.07,3.07,3.07
3994,11390610,3.33,3.33,3.33,3.33,3.33
3995,11390624,4.9,4.9,4.9,4.9,4.9
3996,11390631,4.3,4.3,4.3,4.3,4.3
3997,11390736,5.3,5.3,5.3,5.3,5.3
3998,11390743,6.7,6.7,6.7,6.7,6.7
3999,11390750,7.7,7.7,7.7,7.7,7.7
4000,11390764,9.4,9.4,9.4,9.4,9.4
4001,11390771,16.8,16.8,16.8,16.8,16.8
4002,11390806,7.5,7.5,7.5,7.5,7.5
4003,11390813,9.2,9.2,9.2,9.2,9.2
4004,11391506,27.3,27.3,27.3,27.3,27.3
4005,11391590,101,101,101,101,101
4006,11391604,134,134,134,134,134
4007,11391625,26.3,26.3,26.3,26.3,26.3
4008,11391653,18.4,18.4,18.4,18.4,18.4
4009,11391660,22.9,22.9,22.9,22.9,22.9
4010,11391716,71.9,71.9,71.9,71.9,71.9
4011,11391933,4.9,4.9,4.9,4.9,4.9
4012,11391940,6.49,6.49,6.49,6.49,6.49
4013,11391954,5.49,5.49,5.49,5.49,5.49
4014,11391982,14.99,14.99,14.99,14.99,14.99
4015,11391996,21.99,21.99,21.99,21.99,21.99
4016,11392003,14.32,14.32,14.32,14.32,14.32
4017,11392024,29.26,29.26,29.26,29.26,29.26
4018,11392045,65,65,65,65,65
4019,11392052,30.99,30.99,30.99,30.99,30.99
4020,11392423,778,778,778,778,778
4021,11392493,10.84,10.84,10.84,10.84,10.84
4022,11392500,15.04,15.04,15.04,15.04,15.04
4023,11392941,126,126,126,126,126
4024,11392955,159,159,159,159,159
4025,11392962,42.9,42.9,42.9,42.9,42.9
4026,11393025,7.38,7.38,7.38,7.38,7.38
4027,11393032,18.9,18.9,18.9,18.9,18.9
4028,11394180,8.29,8.29,8.29,8.29,8.29
4029,11394285,24.24,24.24,24.24,24.24,24.24
4030,11394292,12.19,12.19,12.19,12.19,12.19
4031,11394376,55,55,55,55,55
4032,11394782,139,139,139,139,139
4033,11394831,35.8,35.8,35.8,35.8,35.8
4034,11394873,37.9,37.9,37.9,37.9,37.9
4035,11394880,37.9,37.9,37.9,37.9,37.9
4036,11394894,38.9,38.9,38.9,38.9,38.9
4037,11394936,34.65,34.65,34.65,34.65,34.65
4038,11394950,35.8,35.8,35.8,35.8,35.8
4039,11395006,32.9,32.9,32.9,32.9,32.9
4040,11395566,88,88,88,88,88
4041,11395580,54.8,54.8,54.8,54.8,54.8
4042,11395594,72.4,72.4,72.4,72.4,72.4
4043,11395671,364,364,364,364,364
4044,11395692,2499,2499,2499,2499,2499
4045,11395846,14.5,14.5,14.5,14.5,14.5
4046,11395930,4.74,4.74,4.74,4.74,4.74
4047,11395944,6.9,6.9,6.9,6.9,6.9
4048,11395951,8.99,8.99,8.99,8.99,8.99
4049,11395965,5.39,5.39,5.39,5.39,5.39
4050,11396014,4.79,4.79,4.79,4.79,4.79
4051,11396091,148,148,148,148,148
4052,11396105,243,243,243,243,243
4053,11396112,139,139,139,139,139
4054,11396154,199,199,199,199,199
4055,11396161,319,319,319,319,319
4056,11396826,2577,2577,2577,2577,2577
4057,11396833,358,358,358,358,358
4058,11396952,23.5,23.5,23.5,23.5,23.5
4059,11397043,189,189,189,189,189
4060,11397071,59,59,59,59,59
4061,11397106,59,59,59,59,59
4062,11397113,49,49,49,49,49
4063,11397232,45,45,45,45,45
4064,11397372,2.79,2.79,2.79,2.79,2.79
4065,11397680,59,59,59,59,59
4066,11397722,42.9,42.9,42.9,42.9,42.9
4067,11398520,201,201,201,201,201
4068,11398534,211,211,211,211,211
4069,11398681,113,113,113,113,113
4070,11398744,47.5,47.5,47.5,47.5,47.5
4071,11398751,47.5,47.5,47.5,47.5,47.5
4072,11398786,18.79,18.79,18.79,18.79,18.79
4073,11398926,34.5,34.5,34.5,34.5,34.5
4074,11399353,24.5,24.5,24.5,24.5,24.5
4075,11399360,30.4,30.4,30.4,30.4,30.4
4076,11399430,307,307,307,307,307
4077,11399640,12.5,12.5,12.5,12.5,12.5
4078,11400774,9.98,9.98,9.98,9.98,9.98
4079,11400956,599,599,599,599,599
4080,11400963,729,729,729,729,729
4081,11400970,749,749,749,749,749
4082,11401362,14.2,14.2,14.2,14.2,14.2
4083,11401376,14.2,14.2,14.2,14.2,14.2
4084,11401936,13.3,13.3,13.3,13.3,13.3
4085,11402160,129,129,129,129,129
4086,11402174,25.4,25.4,25.4,25.4,25.4
4087,11402181,48.9,48.9,48.9,48.9,48.9
4088,11402272,2.73,2.73,2.73,2.73,2.85
4089,11402286,2.98,2.98,2.98,2.98,3.09
4090,11402300,4.68,4.68,4.68,4.68,4.79
4091,11402314,9.27,9.27,9.27,9.27,9.27
4092,11402636,15.9,15.9,15.9,15.9,15.9
4093,11402643,5.75,5.75,5.75,5.75,5.75
4094,11402650,9.99,9.99,9.99,9.99,9.99
4095,11402664,17.9,17.9,17.9,17.9,17.9
4096,11402720,449,449,449,449,449
4097,11402734,10.5,10.5,10.5,10.5,10.5
4098,11402762,13.98,13.98,13.98,13.98,13.98
4099,11403805,2.7,2.7,2.7,2.7,2.7
4100,11403840,34.5,34.5,34.5,34.5,34.5
4101,11403882,309,309,309,309,309
4102,11403896,379,379,379,379,379
4103,11404015,48.5,48.5,48.5,48.5,48.5
4104,11404022,52.5,52.5,52.5,52.5,52.5
4105,11404036,59,59,59,59,59
4106,11404043,69,69,69,69,69
4107,11404050,23.5,23.5,23.5,23.5,23.5
4108,11404064,29,29,29,29,29
4109,11404071,32,32,32,32,32
4110,11404085,31,31,31,31,31
4111,11404400,31,31,31,31,31
4112,11404610,27.9,27.9,27.9,27.9,27.9
4113,11404624,27.9,27.9,27.9,27.9,27.9
4114,11404631,27.9,27.9,27.9,27.9,27.9
4115,11404645,27.9,27.9,27.9,27.9,27.9
4116,11404652,26.8,26.8,26.8,26.8,26.8
4117,11404666,26.8,26.8,26.8,26.8,26.8
4118,11404673,27.9,27.9,27.9,27.9,27.9
4119,11404680,27.9,27.9,27.9,27.9,27.9
4120,11404694,26.8,26.8,26.8,26.8,26.8
4121,11404715,4749,4749,4749,4749,4749
4122,11404722,3248,3248,3248,3248,3248
4123,11404736,4049,4049,4049,4049,4049
4124,11404771,1.96,1.96,1.96,1.96,1.96
4125,11404785,6.99,6.99,6.99,6.99,6.99
4126,11404806,4.25,4.25,4.25,4.25,4.25
4127,11404981,3619,3619,3619,3619,3619
4128,11404995,4399,4399,4399,4399,4399
4129,11405030,105,105,105,105,105
4130,11405114,14.9,14.9,14.9,14.9,14.9
4131,11405121,11.9,11.9,11.9,11.9,11.9
4132,11405142,10.9,10.9,10.9,10.9,10.9
4133,11405205,7.15,7.15,7.15,7.15,7.15
4134,11405226,9.5,9.5,9.5,9.5,9.5
4135,11405275,218,218,218,218,218
4136,11405380,335,335,335,335,335
4137,11405541,84.95,84.95,84.95,84.95,84.95
4138,11406164,58.35,58.35,58.35,58.35,58.35
4139,11406185,55.35,55.35,55.35,55.35,55.35
4140,11406192,55.35,55.35,55.35,55.35,55.35
4141,11406276,66.46,66.46,66.46,66.46,66.46
4142,11406283,66.46,66.46,66.46,66.46,66.46
4143,11406311,58.35,58.35,58.35,58.35,58.35
4144,11406332,53.82,53.82,53.82,53.82,53.82
4145,11406381,51.83,51.83,51.83,51.83,51.83
4146,11407550,128,128,128,128,128
4147,11407564,162,162,162,162,162
4148,11407571,283,283,283,283,283
4149,11407585,338,338,338,338,338
4150,11407592,384,384,384,384,384
4151,11407606,439,439,439,439,439
4152,11407613,166,166,166,166,166
4153,11407634,219,219,219,219,219
4154,11407641,329,329,329,329,329
